name,sub_category,brand,unit_price,discount,discount_price,pix_discount,pix_price,code,link
Repelente de Insetos Off Baby Gel 117g,Repelentes,Off!,,,"R$ 31,26",-22,"R$ 31,26",Cód: 1040637,https://www.farmaponte.com.br/repelente-off-baby-117g/p
"Caneca Antivazamento Lillo Magia 6+ Meses, 207Ml, Lilas",Acessórios para Bebês,Lillo,"R$ 42,21",10%,"R$ 37,23",-12,"R$ 37,23",Cód: 1030512,https://www.farmaponte.com.br/caneca-antivazamento-lillo-magia-6-meses-207ml-lilas/p
Creme Depilatório Facial Depimiel Com Argila Branca E Rosa Mosqueta 120g,Depilação E Redutor De Pelos,generico,"R$ 21,29",0%,"R$ 20,86",-2,"R$ 20,86",Cód: 1052272,https://www.farmaponte.com.br/creme-depilatorio-facial-depimiel-com-argila-branca-e-rosa-mosqueta-120g/p
Fr garfield super jb p c 100,Fraldas,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1018243,https://www.farmaponte.com.br/fr-garfield-super-jb-p-c-100/p
Glicerin 6 supositórios Adulto,Laxantes e Purgantes,EMS,,,"R$ 17,89",-31,"R$ 17,89",Cód: 50970,https://www.farmaponte.com.br/glicerin-2392g-caixa-com-6-supositorios/p
Puran T4 175Mcg 30 Comprimidos,Tratamento De Distúrbios Hormonais,Sanofi,"R$ 34,62",10%,"R$ 30,54",-12,"R$ 30,54",Cód: 87343,https://www.farmaponte.com.br/puran-t4-175mcg-caixa-com-30-comprimidos/p
Diclofenaco Colestiramina - Medley 70mg caixa com 20 cápsulas,Reumatismo,Medley,"R$ 37,89",18%,"R$ 30,45",-20,"R$ 30,45",Cód: 182990,https://www.farmaponte.com.br/diclo-colestiramina-70-20-l3-med/p
Condicionador Argan Oil System Inoar 240Ml,Condicionador,Inoar Cosméticos,"R$ 29,99",0%,"R$ 29,39",-2,"R$ 29,39",Cód: 1032650,https://www.farmaponte.com.br/condicionador-argan-oil-system-inoar-240ml/p
Spray Defrizante Protetor Térmico Meu Liso Hialurônico 240mL,Tratamento Capilar,generico,"R$ 21,29",0%,"R$ 20,86",-2,"R$ 20,86",Cód: 1047079,https://www.farmaponte.com.br/spray-defrizante-protetor-termico-meu-liso-hialuronico-240ml/p
Miss Frandy Pincel Pm16-60202 Champagne Base,Acessórios de Maquiagem,generico,"R$ 19,79",0%,"R$ 19,39",-2,"R$ 19,39",Cód: 1042647,https://www.farmaponte.com.br/miss-frandy-pincel-pm16-60202-champagne-base/p
Creme Dente Oral B 100  Com 175Gr,Creme E Gel Dental,generico,"R$ 18,66",0%,"R$ 18,29",-2,"R$ 18,29",Cód: 1047319,https://www.farmaponte.com.br/creme-dente-oral-b-100-com-175gr/p
Tintura Koleston Vermelhos Poderosos 7744 Vermelho Super Intenso,Coloração,Wella,"R$ 27,78",18%,"R$ 22,44",-19,"R$ 22,44",Cód: 88668,https://www.farmaponte.com.br/t-koleston-verm-pod-n7744-verm-super-intenso/p
Tiara Perola Catherine 312278,Acessórios para Cabelo,generico,,,"R$ 13,22",-12,"R$ 13,22",Cód: 1044536,https://www.farmaponte.com.br/tiara-perola-catherine-312278/p
Máscara Capilar Siàge Nutri Rosé 250g,Máscara Capilar,Eudora,"R$ 76,99",13%,"R$ 65,45",-15,"R$ 65,45",Cód: 1041213,https://www.farmaponte.com.br/mascara-capilar-siage-nutri-rose-250g/p
"Raquete Elétrica Mata Insetos, Bivolt, HC034, MULTILASER",Repelentes,generico,"R$ 49,99",0%,"R$ 48,99",-2,"R$ 48,99",Cód: 1050403,https://www.farmaponte.com.br/raquete-eletrica-mata-insetos-bivolt-hc034-multilaser/p
Cloridrato de Fexofenadina 180mg 10 Comprimidos,Anti Histaminico E Antialergico Topico,generico,"R$ 84,38",60%,"R$ 33,08",-61,"R$ 33,08",Cód: 196487,https://www.farmaponte.com.br/cloridato-fexofenadina-nova-quimica-180mg-10-comprimidos-revestidos/p
"Air Salonpas 30mg/mL + 38,5mg/mL + 38,5mg/mL + 19mg/mL, tubo aerossol com 80mL de solução para uso dermatológico",Reumatismo,Hisamitsu,,,"R$ 42,19",-2,"R$ 42,19",Cód: 17159,https://www.farmaponte.com.br/air-salonpas-30mgml-385mgml-385mgml-19mgml-tubo-aerossol-com-80ml-de-solucao-para-uso-dermatologico/p
"ZZ Aparador de Pelos Multigroom, Multifuncional 9 em 1, c  Bolsa para Acessórios Bivolt Multi - EB021",Depilação,Multilaser,,,"R$ 149,34",-12,"R$ 149,34",Cód: 1039768,https://www.farmaponte.com.br/barbea-cab-multilaser-multi-biv-eb021/p
"Babydrax 3,5mg + 2,9mg + 20mg + 1,5mg, caixa com 4 envelopes com 27,9g de pó para solução de uso oral",Rehidratante,União Química,,,"R$ 13,78",-40,"R$ 13,78",Cód: 1023232,https://www.farmaponte.com.br/babydrax-4env/p
Papinha nestle 115g peru legum,Papinha para Bebê,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1021121,https://www.farmaponte.com.br/papinha-nestle-115g-peru-legum/p
Creme Dental Colgate Sensitive Pro-Alivio Real White 110G,Creme E Gel Dental,Colgate,,,"R$ 17,84",-2,"R$ 17,84",Cód: 1008513,https://www.farmaponte.com.br/creme-dental-colgate-sensitive-pro-alivio-real-white-110g/p
Body Splash Orquídea   Jasmim Sens Labotrat 230ml,Desodorante Spray,generico,"R$ 39,99",0%,"R$ 39,19",-2,"R$ 39,19",Cód: 1051801,https://www.farmaponte.com.br/body-splash-orquidea-jasmim-sens-labotrat-230ml/p
Primid Primidona 100mg 100 comprimidos,Psicotropico,Apsen,"R$ 99,48",18%,"R$ 79,94",-20,"R$ 79,94",Cód: 55360,https://www.farmaponte.com.br/primid-100mg-100cpr/p
"Camilia 3,33Mg + 3,33Mg + 3,33Mg, 30 Flaconetes Com 1Ml De Solucao De Uso Oral",Analgésico Antitérmico,Boiron,"R$ 189,90",8%,"R$ 171,49",-10,"R$ 171,49",Cód: 1039111,https://www.farmaponte.com.br/camilia-3333mg-3333mg-3333mg-30-flaconetes-com-1ml-de-solucao-de-uso-oral/p
"Sulfato Glicosamina 1,5g Nova Química com 30 envelopes",Relaxante Muscular,EMS Sigma Pharma,"R$ 185,68",50%,"R$ 90,98",-51,"R$ 90,98",Cód: 1015762,https://www.farmaponte.com.br/sulf-glicosamina-15g-po-30saches-nq/p
"Carvedilol 3,125mg 30 Comprimidos",Anti-hipertensivos,Legrand,"R$ 46,32",63%,"R$ 16,80",-64,"R$ 16,80",Cód: 1028392,https://www.farmaponte.com.br/carvedilol-3125mg-30cpr-leg/p
Grampo  P Cabelos N5 Loiro C 100,Acessórios para Cabelo,Ricca,"R$ 7,49",0%,"R$ 7,34",-2,"R$ 7,34",Cód: 1011827,https://www.farmaponte.com.br/grampo-p-cabelo-n5-loiro-c-100/p
Tintura Cor e Ton Mini Kit N4.66 Bordeaux,Coloração,Cor&Ton,"R$ 19,80",14%,"R$ 16,65",-16,"R$ 16,65",Cód: 1013293,https://www.farmaponte.com.br/tintura-cor-amp-ton-mini-no-466-bordeaux/p
Aparelho De Barbear Gillette Prestobarba 3 Body Sense 2 Unidades,Aparelhos De Barbear,P&G,"R$ 22,42",10%,"R$ 19,78",-12,"R$ 19,78",Cód: 1007806,https://www.farmaponte.com.br/aparelho-de-barbear-gillette-prestobarba-3-body-sense-2-unidades/p
Creme De Pentear Dabelle Abacate Nutritivo 270mL,Creme para Pentear,generico,"R$ 16,79",0%,"R$ 16,45",-2,"R$ 16,45",Cód: 1047650,https://www.farmaponte.com.br/creme-de-pentear-dabelle-abacate-nutritivo-270ml/p
Creme Hidratante Facial Nivea Nutritivo 100G,Hidrtatante Corporal,Nivea,"R$ 32,89",0%,"R$ 32,23",-2,"R$ 32,23",Cód: 1036574,https://www.farmaponte.com.br/creme-hidratante-facial-nivea-nutritivo-100g/p
"Minilax 714Mg G + 7,70Mg G, Caixa Com 7 Bisnagas Com 6,5G De Solucao De Uso Retal",Laxantes e Purgantes,Eurofarma,"R$ 57,28",3%,"R$ 54,17",-5,"R$ 54,17",Cód: 9105,https://www.farmaponte.com.br/minilax-714mgg-770mgg-caixa-com-7-bisnagas-com-65g-de-solucao-de-uso-retal/p
Creme Dental Oral-B Gengiva Detox e Esmalte 102g,Creme E Gel Dental,Oral-B,,,"R$ 22,26",-12,"R$ 22,26",Cód: 1039632,https://www.farmaponte.com.br/cd-oral-b-detox-esmalte-repair-102gr/p
"Creme Depilatorio Corporal Neorly Essencia De Rosas, 120G",Depilação E Redutor De Pelos,Neorly,"R$ 29,60",0%,"R$ 29,01",-2,"R$ 29,01",Cód: 1029964,https://www.farmaponte.com.br/creme-depilatorio-corporal-neorly-essencia-de-rosas-120g/p
"Lacto-Leve 698mg/mL, frasco com 120mL de solução de uso oral, sabor ameixa",Laxantes e Purgantes,Cosmed,,,"R$ 42,02",-2,"R$ 42,02",Cód: 1038407,https://www.farmaponte.com.br/lacto-leve-698mgml-frasco-com-120ml-de-solucao-de-uso-oral-sabor-ameixa/p
"Creme Para Varizes Varicell Pele Normal, 300G",Antivaricoso,Varicell,"R$ 60,66",18%,"R$ 48,90",-19,"R$ 48,90",Cód: 1015751,https://www.farmaponte.com.br/creme-para-varizes-varicell-pele-normal-300g/p
"Vitacid Tretinoína 0,25mg g Gel 25g",Dermatológico,Theraskin,"R$ 45,52",8%,"R$ 41,04",-10,"R$ 41,04",Cód: 798726,https://www.farmaponte.com.br/vitacid-025mgg-caixa-com-1-bisnaga-com-25g-de-gel-de-uso-dermatologico/p
Sucrafilm 200mg ml Ems Suspensão Oral 200ml + 1 Seringa Dosadora,Antiulceroso,generico,"R$ 118,00",10%,"R$ 104,08",-12,"R$ 104,08",Cód: 1052441,https://www.farmaponte.com.br/sucrafilm-200mg-ml-ems-suspensao-oral-200ml-1-seringa-dosadora/p
Tonalizante Haskell Excllusiv Tom N  630 Louro Escuro Dourado,Coloração,Haskell Cosméticos,"R$ 31,99",0%,"R$ 31,35",-2,"R$ 31,35",Cód: 1033598,https://www.farmaponte.com.br/tonalizante-haskell-excllusiv-tom-n-630-louro-escuro-dourado/p
Tintura Casting Gloss N566 Cereja,Coloração,L'Oréal Paris,,,"R$ 36,25",-10,"R$ 36,25",Cód: 1043507,https://www.farmaponte.com.br/tintura-casting-gloss-n566-cereja/p
Loção Pepilon Tonalizante Restauradora 180ml,Tratamento Capilar,Pepilon,"R$ 18,85",0%,"R$ 18,47",-2,"R$ 18,47",Cód: 1000039,https://www.farmaponte.com.br/lc-cb-pepilon-restaur-180ml/p
Supositorio Glicerina Glicel Adulto 6 Unidades,Laxantes e Purgantes,Brasterápica,,,"R$ 18,43",-29,"R$ 18,43",Cód: 1024042,https://www.farmaponte.com.br/sup-glicerina-glicel-adu-6un/p
Valsartana 160mg 30 comprimidos Neo Química Genérico,Anti-hipertensivos,Neo Química,"R$ 73,99",33%,"R$ 48,58",-34,"R$ 48,58",Cód: 1015408,https://www.farmaponte.com.br/valsartana-neo-quimica-160mg-caixa-com-30-comprimidos-revestidos/p
Creme Loreal Revitalift Pro Retinol Diurno FPS20Com 49Gr,Hidrtatante Corporal,generico,"R$ 66,40",0%,"R$ 65,07",-2,"R$ 65,07",Cód: 1047717,https://www.farmaponte.com.br/creme-loreal-revitalift-pro-retinol-diurno-fps20com-49gr/p
"Cloridrato de Tramadol  37,5mg + Paracetamol EMS Pharma 325mg, caixa com 30 comprimidos revestidos",Psicotropico,generico,"R$ 71,85",13%,"R$ 61,26",-15,"R$ 61,26",Cód: 1048866,https://www.farmaponte.com.br/cloridrato-de-tramadol-375mg-paracetamol-ems-pharma-325mg-caixa-com-30-comprimidos-revestidos/p
Tintura Cor E Ton Mini Kit N6.0 Louro Escuro,Coloração,Cor&Ton,"R$ 19,80",14%,"R$ 16,65",-16,"R$ 16,65",Cód: 1013306,https://www.farmaponte.com.br/tintura-cor-amp-ton-mini-no-60-louro-escuro/p
Tintura Garnier Nutrisse Creme nº 566 pimenta dedo de moça,Coloração,Nutrisse,,,"R$ 18,38",-12,"R$ 18,38",Cód: 796325,https://www.farmaponte.com.br/tintura-garnier-nutrisse-creme-no-566-pimenta-dedo-de-moca/p
Kit Talheres Aço Inox Hot   Cold Happy Azul Fisher Price - BB1123,Talher e Prato Infantil,generico,"R$ 14,09",0%,"R$ 13,81",-2,"R$ 13,81",Cód: 1050113,https://www.farmaponte.com.br/kit-talheres-aco-inox-hot-cold-happy-azul-fisher-price-bb1123/p
Utrogestan 200Mg Caixa Com 14 Cápsulas,Tratamento De Distúrbios Hormonais,Besins,"R$ 80,50",12%,"R$ 69,42",-14,"R$ 69,42",Cód: 703834,https://www.farmaponte.com.br/utrogestan-200mg-blister-com-14-capsulas-gelatinosas-moles/p
Shampoo Tio Nacho Anti-Idado 415mL,Shampoo,generico,"R$ 37,99",0%,"R$ 37,23",-2,"R$ 37,23",Cód: 1011857,https://www.farmaponte.com.br/sh-tio-nacho-anti-idade-415ml/p
Loção Hidratante Granado Bebê 120ml,Hidratante Infantil,generico,"R$ 22,99",0%,"R$ 22,53",-2,"R$ 22,53",Cód: 1051610,https://www.farmaponte.com.br/locao-hidratante-granado-bebe-120ml/p
"Sulfato De Neomicina + Bacitracina Zincica Medley 5Mg G + 250Ui G, Caixa Com 1 Bisnaga Com 15G De Pomada De Uso Dermatologico",Anti-infeccioso Topico Cicatrizante,generico,"R$ 14,18",0%,"R$ 13,90",-2,"R$ 13,90",Cód: 52388,https://www.farmaponte.com.br/sulfato-de-neomicina-bacitracina-zincica-medley-5mgg-250uig-caixa-com-1-bisnaga-com-15g-de-pomada-de-uso-dermatologico/p
Mamadeira MAM Easy Start Azul 130ml,Mamadeira,generico,"R$ 61,49",0%,"R$ 60,26",-2,"R$ 60,26",Cód: 1044028,https://www.farmaponte.com.br/mam-mam-easy-start-tm0-130ml-azul/p
"Molieri 20 Sem Parar 3mg 0,02mg 30 comprimidos",Anticoncepcional,generico,"R$ 73,93",14%,"R$ 62,31",-16,"R$ 62,31",Cód: 1045925,https://www.farmaponte.com.br/molieri-3mg002mg-sem-parar-caixa-com-30-comprimidos-revestidos/p
Shampoo Intensivo Anticaspa Bioderma Nodé DS+ com 125mL,Shampoo Anticaspa,Bioderma,,,"R$ 73,20",-2,"R$ 73,20",Cód: 1036212,https://www.farmaponte.com.br/shampoo-bioderma-node-ds-125ml/p
"Levonorgestrel 0,15mg+ Etinilestradiol 0,03mg 21 comprimidos Biolab Genérico",Anticoncepcional,generico,"R$ 8,32",3%,"R$ 7,91",-5,"R$ 7,91",Cód: 1044991,https://www.farmaponte.com.br/levonorgestrel-015mg-etinilestradiol-003mg-biolab-caixa-com-21-comprimidos/p
"Fralda Calca Mamypoko Dia E Noite Xxg, Pacote Com 22 Unidades",Fraldas,MamyPoko,"R$ 73,08",37%,"R$ 45,35",-38,"R$ 45,35",Cód: 1039765,https://www.farmaponte.com.br/fralda-calca-mamypoko-dia-e-noite-xxg-pacote-com-22-unidades/p
Removedor de Esmaltes Acemat Sem Acetona com 180mL Dailus,Removedor,generico,"R$ 8,85",0%,"R$ 8,67",-2,"R$ 8,67",Cód: 1051334,https://www.farmaponte.com.br/removedor-de-esmaltes-acemat-sem-acetona-180ml/p
Polpa Em Creme Haskell Murumuru 150G,Tratamento Capilar,Haskell Cosméticos,"R$ 51,09",0%,"R$ 50,07",-2,"R$ 50,07",Cód: 1037105,https://www.farmaponte.com.br/polpa-em-creme-haskell-murumuru-150g/p
Creme Dental Oral-B 3D White Mineral Clean 102g,Creme E Gel Dental,Oral-B,,,"R$ 19,00",-12,"R$ 19,00",Cód: 1038704,https://www.farmaponte.com.br/creme-dental-oral-b-3d-white-mineral-clean-102g/p
Spidufen 770mg 6 comprimidos,Analgésico Antitérmico,Zambon,"R$ 24,79",19%,"R$ 19,73",-20,"R$ 19,73",Cód: 1044961,https://www.farmaponte.com.br/spidufen-770mg-6-comprimidos/p
Locao Hidratante Cerave 473Ml,Hidratante Corporal,generico,"R$ 103,19",0%,"R$ 101,13",-2,"R$ 101,13",Cód: 1040359,https://www.farmaponte.com.br/locao-hidratante-cerave-473ml/p
"Neosoro Fluid Alto Volume 0,9  para Lavagem Nasal com 30 Sachês e Frasco Aplicador de 240mL",Analgésico Antitérmico,generico,"R$ 91,50",47%,"R$ 47,72",-48,"R$ 47,72",Cód: 1049227,https://www.farmaponte.com.br/neosoro-fluid-alto-volume-09-para-lavagem-nasal-com-30-saches-e-frasco-aplicador-de-240ml/p
Litocit 1080mg 10 mEq 60 Comprimidos Liberação Prolongada,Antisséptico Vias Urinárias,generico,"R$ 86,36",14%,"R$ 72,78",-16,"R$ 72,78",Cód: 71250,https://www.farmaponte.com.br/litocit-10meq-60cpr/p
Locao Restauradora Progressiva Palmindaya For Woman 160Ml,Tratamento Capilar,Perfumaria Palmindaya,"R$ 37,45",0%,"R$ 36,70",-2,"R$ 36,70",Cód: 1001649,https://www.farmaponte.com.br/locao-restauradora-progressiva-palmindaya-for-woman-160ml/p
"Desodorante Giovanna Baby Blue S Alum, Aerosol Com 150ML",Desodorante Aerosol,Giovanna Baby,"R$ 22,99",0%,"R$ 22,53",-2,"R$ 22,53",Cód: 1041110,https://www.farmaponte.com.br/desodorante-giovanna-baby-blue-s-alum-aerosol-com-150ml/p
Engov Up Morango e Kiwi 269mL,Antidiarreico,generico,,,"R$ 9,69",-2,"R$ 9,69",Cód: 1050666,https://www.farmaponte.com.br/engov-up-morango-e-kiwi-269ml/p
"Absorvente Always Absorção Suave P, Com Abas, Lv 16 Pg14",Protetor Diário,Always,"R$ 10,05",0%,"R$ 9,85",-2,"R$ 9,85",Cód: 1033142,https://www.farmaponte.com.br/absorvente-always-super-protecao-suave-com-abas-16-unidades/p
"Agulha Descartavel Bd Precisionglide 0,80Mm X 30Mm, 22G Com 1 Unidade, Preta",Acessórios para a Saúde,generico,"R$ 0,56",11%,"R$ 0,49",-13,"R$ 0,49",Cód: 1001990,https://www.farmaponte.com.br/agulha-descartavel-bd-precisionglide-080mm-x-30mm-22g-com-1-unidade-preta/p
"Latolise 10.000 FCC ALU 16,5 Farmasa 30 Comprimidos",Antigases Antiespasmódico,generico,"R$ 88,38",58%,"R$ 36,65",-59,"R$ 36,65",Cód: 1032235,https://www.farmaponte.com.br/latolise-10000-fcc-alu-165-farmasa-30-comprimidos/p
"Nasoar XT 0,9  15 Envelopes + Lavador Nasal 240mL",Descongestionante Nasal,generico,"R$ 117,04",29%,"R$ 81,92",-30,"R$ 81,92",Cód: 1048556,https://www.farmaponte.com.br/nasoar-xt-09-15-envelopes-lavador-nasal-240ml/p
Sais de Banho Espumantes para o Rosto e Corpo Labotrat Melancia 280g,Sabonetes em Barra,generico,"R$ 24,99",0%,"R$ 24,49",-2,"R$ 24,49",Cód: 1047898,https://www.farmaponte.com.br/sais-de-banho-espumantes-para-o-rosto-e-corpo-labotrat-melancia-280g/p
Mamadeira Lolly Oceano Big 330 Ml Azul,Mamadeira,Lolly,"R$ 38,39",0%,"R$ 37,62",-2,"R$ 37,62",Cód: 1030501,https://www.farmaponte.com.br/mam-big-oceano-330ml-az-lolly/p
"Gesico Duo 37,5 325mg 10 Comprimidos Revestidos",Psicotropico,Eurofarma,"R$ 38,39",18%,"R$ 30,85",-20,"R$ 30,85",Cód: 1039962,https://www.farmaponte.com.br/gesico-duo-375-325mg-10cpr/p
"Libiam 1,25Mg, Caixa Com 28 Comprimidos Revestidos",Tratamento De Distúrbios Hormonais,Libbs,"R$ 69,72",14%,"R$ 58,75",-16,"R$ 58,75",Cód: 180734,https://www.farmaponte.com.br/libiam-125mg-caixa-com-28-comprimidos-revestidos/p
Sabonete Liquido Intimo K-Y Clinical Feminino 120ml Semina,Higiene Pessoal,generico,"R$ 20,02",0%,"R$ 19,62",-2,"R$ 19,62",Cód: 1064425,https://www.farmaponte.com.br/sabonete-liquido-intimo-k-y-clinical-feminino-120ml-semina/p
"Depo-Provera 150Mg Ml, Caixa Com 1 Frasco Com Suspensao De Uso Intramuscular + 1 Seringa Preenchida Com 1Ml De Diluente + Agulha",Tratamento De Distúrbios Hormonais,Pfizer,"R$ 64,56",12%,"R$ 55,67",-14,"R$ 55,67",Cód: 182567,https://www.farmaponte.com.br/depo-provera-150mgml-caixa-com-1-frasco-com-suspensao-de-uso-intramuscular-1-seringa-preenchida-com-1ml-de-diluente-agulha/p
Deo Colonia Cia da Natureza Xero de Dengo 225ml,Colônia Infantil,generico,"R$ 16,75",0%,"R$ 16,42",-2,"R$ 16,42",Cód: 1051446,https://www.farmaponte.com.br/deo-colonia-cia-da-natureza-xero-de-dengo-225ml/p
ZZ Depil Veet Fol C Fr Facial Pele Normal 12,Depilação E Redutor De Pelos,Veet,"R$ 25,39",0%,"R$ 24,88",-2,"R$ 24,88",Cód: 799053,https://www.farmaponte.com.br/dep-veet-fol-c-fr-fac-p-nor-12/p
Creme Dental Colgate Sensitive Pro-Alivio Repara Esmalte 110G,Creme E Gel Dental,Colgate,"R$ 17,14",0%,"R$ 16,80",-2,"R$ 16,80",Cód: 1014655,https://www.farmaponte.com.br/creme-dental-colgate-sensitive-pro-alivio-repara-esmalte-110g/p
Copo Infantil Trainer 220 ml Rosa com Bocal em silicone - Mam,Copo Infantil,MAM,"R$ 87,29",0%,"R$ 85,54",-2,"R$ 85,54",Cód: 1033210,https://www.farmaponte.com.br/copo-de-transicao-mam-4-meses-girls-com-capacidade-de-220ml/p
Corretivo Líquido Vult HD B112,Base,Vult,,,"R$ 17,10",-44,"R$ 17,10",Cód: 1034256,https://www.farmaponte.com.br/corretivo-liquido-hd-vult-b112/p
"Protetor Labial Dermachem FPS15 Uva 4,8G",Protetor Labial,generico,,,"R$ 10,81",-12,"R$ 10,81",Cód: 1044009,https://www.farmaponte.com.br/protetor-labial-dermachem-fps15-uva-48g/p
Tintura L Oreal Imedia Excellence Creme N  4466 Vermelho Profundo,Coloração,L'Oréal Paris,"R$ 31,31",17%,"R$ 25,38",-19,"R$ 25,38",Cód: 807024,https://www.farmaponte.com.br/tintura-loreal-imedia-excellence-creme-no-4466-vermelho-profundo/p
Base Líquida Dailus Ultra Cobertura Matte D08 Escuro,Esmaltes e Base,generico,"R$ 36,75",18%,"R$ 29,39",-20,"R$ 29,39",Cód: 1049979,https://www.farmaponte.com.br/base-liquida-dailus-ultra-cobertura-matte-d08-escuro/p
"Digoxina 0,25mg 30 Comprimidos",Antiartritico,generico,"R$ 18,28",8%,"R$ 16,48",-10,"R$ 16,48",Cód: 1039723,https://www.farmaponte.com.br/digoxina-025mg-30cpr-pha/p
Fralda Pampers Pants Ajuste Total P - 46 Unidades,Fraldas,generico,"R$ 87,15",0%,"R$ 85,41",-2,"R$ 85,41",Cód: 1052527,https://www.farmaponte.com.br/fralda-pampers-pants-ajuste-total-p-46-unidades/p
Óleo de Amêndoas Nazca Origem Cereja e Avelã 110mL,Cremes Para O Corpo,generico,,,"R$ 14,98",-12,"R$ 14,98",Cód: 1046574,https://www.farmaponte.com.br/oleo-de-amendoas-nazca-origem-cereja-e-avela-110ml/p
"Polivitamíco Emulvit D Gotas Vit 20mL 94,9mg",Vitaminas & Minerais,generico,"R$ 31,15",10%,"R$ 27,48",-12,"R$ 27,48",Cód: 1035555,https://www.farmaponte.com.br/emulvit-d-gotas-vit-20ml-949mg/p
"Hidraplex 4 Envelopes Com 27,9G De Po Para Solucao De Uso Oral, Sabor Agua De Coco",Rehidratante,Natulab,"R$ 66,92",64%,"R$ 23,49",-65,"R$ 23,49",Cód: 1021741,https://www.farmaponte.com.br/hidraplex-4-envelopes-com-279g-de-po-para-solucao-de-uso-oral-sabor-agua-de-coco/p
Desodorante Dove Original Aerosol 250ml,Desodorante Aerosol,generico,"R$ 35,06",0%,"R$ 34,36",-2,"R$ 34,36",Cód: 1043591,https://www.farmaponte.com.br/desodorante-dove-original-aerosol-250ml/p
Petisco para Cães Palito com 60g Sabor Frango Petiscão,Acessórios para a Saúde,generico,"R$ 4,99",0%,"R$ 4,89",-2,"R$ 4,89",Cód: 1051777,https://www.farmaponte.com.br/petisco-para-caes-palito-com-60g-sabor-frango-petiscao/p
Modelador de Cachos Bivolt Automático 30w com Guia Direcionadora Multi - EB013,Eletrônicos,generico,,,"R$ 84,07",-12,"R$ 84,07",Cód: 1042731,https://www.farmaponte.com.br/modelador-cachos-multilaser-eb013/p
Figatil com 20 Drageas,Digestivo,Catarinense Pharma,"R$ 34,94",0%,"R$ 34,24",-2,"R$ 34,24",Cód: 15687,https://www.farmaponte.com.br/figatil-com-20-drageas/p
Pepsamar 10 comprimidos mastigáveis sabor menta,Digestivo,Neo Química,"R$ 9,00",0%,"R$ 8,82",-2,"R$ 8,82",Cód: 1001955,https://www.farmaponte.com.br/pepsamar-10cpr-x20-fr10/p
Toalha Umedecida Upa Bebe Com 140 Unidades,Lenços de Papel e Umedecidos,Upa Bebê,"R$ 9,98",10%,"R$ 8,81",-12,"R$ 8,81",Cód: 1042178,https://www.farmaponte.com.br/toalha-umedecida-upa-bebe-com-140-unidades/p
Amoxicilina + Clavulanato de Potássio Suspensão Oral 400+57mg Genérico EMS 70mL,Antibiotico,Sandoz,,,"R$ 49,31",-49,"R$ 49,31",Cód: 804206,https://www.farmaponte.com.br/amoxicilinaclav-40057mg-70ml-susp-sdz/p
"Bico De Mamadeira Kuka 6+ Meses, M, Ortodontico",Bico de Mamadeira,Kuka,"R$ 13,39",0%,"R$ 13,12",-2,"R$ 13,12",Cód: 805673,https://www.farmaponte.com.br/bico-de-mamadeira-kuka-6-meses-m-ortodontico/p
Protetor Solar Nivea Fps30 200Ml + Protetor Solar Fps30 100Ml,Protetor Solar Corporal,generico,,,"R$ 33,04",-2,"R$ 33,04",Cód: 1037831,https://www.farmaponte.com.br/br-nivea-fps30-200ml100ml/p
"Cataflampro Emulgel 11,6Mg G, Caixa Com 1 Tubo Com 60G De Gel De Uso Dermatologico",Reumatismo,GSK,"R$ 53,35",0%,"R$ 52,28",-2,"R$ 52,28",Cód: 60542,https://www.farmaponte.com.br/cataflampro-emulgel-116mgg-caixa-com-1-tubo-com-60g-de-gel-de-uso-dermatologico/p
"Pincel Para Tintura Marco Boni M, 1 Unidade, Ref.1388",Acessórios para Cabelo,"Marco Boni, Casa Mia, Bonitta e Klin","R$ 6,19",0%,"R$ 6,07",-2,"R$ 6,07",Cód: 1003962,https://www.farmaponte.com.br/pincel-para-tintura-marco-boni-m-1-unidade-ref1388/p
L Oréal Expertise Supreme Protetor Solar FPS70 200mL,Protetor Solar,Solar Expertise,"R$ 87,77",10%,"R$ 77,41",-12,"R$ 77,41",Cód: 1029743,https://www.farmaponte.com.br/br-solar-expert-supreme-fps70-200ml/p
Sabonete Alma de Flores Flores brancas 130g,Sabonetes em Barra,Alma de Flores,"R$ 7,72",10%,"R$ 6,81",-12,"R$ 6,81",Cód: 1025235,https://www.farmaponte.com.br/sabonete-alma-de-flores-essencia-de-flores-brancas-barra-1-unidade-com-130g/p
