name,sub_category,brand,unit_price,discount,discount_price,pix_discount,pix_price,code,link
"Protetor Solar Labial FPS 30 bastão 3,6g",Protetor Labial,generico,"R$ 13,90",0%,"R$ 13,62",-2,"R$ 13,62",Cód: 1018004,https://www.farmaponte.com.br/protetor-lab-kester-fps30/p
"Protetor Labial Dermachem FPS15 Morango 4,8G",Protetor Labial,generico,,,"R$ 10,77",-12,"R$ 10,77",Cód: 1044008,https://www.farmaponte.com.br/protetor-labial-dermachem-fps15-morango-48g/p
Folhas Depilatorias Veet Peles Normais E Secas Corporal Com 12 Unidades,Depilação E Redutor De Pelos,Veet,"R$ 43,39",0%,"R$ 42,52",-2,"R$ 42,52",Cód: 176630,https://www.farmaponte.com.br/folhas-depilatorias-veet-peles-normais-e-secas-corporal-com-12-unidades/p
BRAÉ Essential Fluido Antiquebra Leave-in 260ml,Leave-in,generico,"R$ 135,99",0%,"R$ 133,27",-2,"R$ 133,27",Cód: 1052746,https://www.farmaponte.com.br/brae-essential-fluido-reparador-leave-in-260ml/p
Tintura Niely Cor Ton 0  Amônia 1.7 - Preto Azulado Especial,Coloração,generico,"R$ 22,11",10%,"R$ 19,50",-12,"R$ 19,50",Cód: 1048974,https://www.farmaponte.com.br/tintura-niely-cor-ton-0-amonia-17-preto-azulado-especial/p
Base Líquida Vult Nano HD Cor V190 - 26ml,Base,generico,"R$ 41,89",0%,"R$ 41,05",-2,"R$ 41,05",Cód: 1045971,https://www.farmaponte.com.br/base-liquida-vult-nano-hd-cor-v190-26ml/p
Gel Yelsew Fixador Azul Pote 240g,Finalizador,generico,"R$ 5,85",0%,"R$ 5,73",-2,"R$ 5,73",Cód: 1046774,https://www.farmaponte.com.br/gel-yelsew-fixador-azul-pote-240g/p
Tintura Garnier Nutrisse N71 Jasmim,Coloração,Nutrisse,"R$ 25,71",0%,"R$ 25,18",-2,"R$ 25,18",Cód: 60135,https://www.farmaponte.com.br/t-nutrisse-n71-jasmim/p
Tintura Casting Creme Gloss Poder Iluminador 665 Framboesa,Coloração,L'Oréal Paris,,,"R$ 36,25",-10,"R$ 36,25",Cód: 1043504,https://www.farmaponte.com.br/tintura-casting-gloss-n665-framboesa/p
Sérum Demaquilante Facial Bioré Cleansing 230ml,Sérum Facial,generico,"R$ 83,99",0%,"R$ 82,31",-2,"R$ 82,31",Cód: 1063958,https://www.farmaponte.com.br/serum-demaquilante-facial-biore-cleansing-230ml/p
Protetor Solar Ensolei Ultra Seco Fps30 50Gr,Protetor Solar Facial,generico,,,"R$ 68,81",-7,"R$ 68,81",Cód: 1038069,https://www.farmaponte.com.br/ensolei-ultra-seco-fps30-50gr/p
Fluido Facial Nivea Cellular Luminous 630 FPS50 Com 40Ml,Tratamento Capilar,generico,"R$ 89,90",0%,"R$ 88,10",-2,"R$ 88,10",Cód: 1043912,https://www.farmaponte.com.br/fluido-facial-nivea-cellular-luminous-630-fps50-com-40ml/p
Spidufen 400 770Mg 20Env,Analgésico Antitérmico,Zambon,,,"R$ 55,64",-15,"R$ 55,64",Cód: 44393,https://www.farmaponte.com.br/spidufen-400-770mg-20env/p
Kit Bitufo Orto Cilindrico 226,Escova Dental,Bitufo,"R$ 35,85",10%,"R$ 31,62",-12,"R$ 31,62",Cód: 80721,https://www.farmaponte.com.br/kit-bitufo-ortodont-cilin-0226/p
Máscara PFF2 Infantil com 1 unidade Lilás Polimed,Máscara de Proteção,generico,,,"R$ 4,90",-26,"R$ 4,90",Cód: 1042126,https://www.farmaponte.com.br/mascara-pff2-inf-lilas-poli-un/p
Pote Kuka Para Leite Em Po Azul,Acessórios para Bebês,Kuka,"R$ 28,99",0%,"R$ 28,41",-2,"R$ 28,41",Cód: 1011110,https://www.farmaponte.com.br/pote-kuka-para-leite-em-po-azul/p
Spidufen Damasco 770mg 6 Envelopes,Analgésico Antitérmico,Zambon,,,"R$ 20,90",-15,"R$ 20,90",Cód: 1003545,https://www.farmaponte.com.br/spidufen-400770mg-6env/p
Pincel Miss Frandy Po Visconde  Ml0419,Acessórios de Maquiagem,generico,,,"R$ 12,73",-42,"R$ 12,73",Cód: 1038015,https://www.farmaponte.com.br/pincel-mfra-po-visconde-ml0419/p
Suplemento Alimentar DayVit Kids Suspensão Oral 120ml,Vitaminas & Minerais,Aché,"R$ 59,99",0%,"R$ 58,79",-2,"R$ 58,79",Cód: 1026743,https://www.farmaponte.com.br/dayvit-kids-120ml/p
Emulvit D3 2000UI 30 comprimidos,Vitaminas & Minerais,generico,"R$ 37,52",22%,"R$ 28,58",-24,"R$ 28,58",Cód: 1036153,https://www.farmaponte.com.br/emulvit-d3-2000ui-30cpr/p
Talco Tenys Pé Baruel Barcelona 100g,Talco e Desodorante para Pé,generico,"R$ 15,42",19%,"R$ 12,24",-21,"R$ 12,24",Cód: 1018530,https://www.farmaponte.com.br/talco-tenys-pe-baruel-barcelona-100g/p
Meu Liso Demais Defrizante Spray Protetor Térmico 240mL,Leave-in,generico,"R$ 21,29",0%,"R$ 20,86",-2,"R$ 20,86",Cód: 1047080,https://www.farmaponte.com.br/spray-defrizante-protetor-termico-salon-line-meu-liso-muito-liso/p
Condicionador Seda Babosa Oleos 325Ml,Condicionador,Seda,"R$ 16,90",0%,"R$ 16,56",-2,"R$ 16,56",Cód: 1033671,https://www.farmaponte.com.br/cond-seda-babosa-oleos-325ml/p
Banana Boat Advanced Protection Fps 99 118ml,Protetor Solar,generico,"R$ 76,65",0%,"R$ 75,12",-2,"R$ 75,12",Cód: 1045064,https://www.farmaponte.com.br/banana-boat-advanced-protection-fps-99-118ml/p
Tetralysal 300Mg Caixa Com 28 Cápsulas,Antibiotico,Galderma,"R$ 355,07",28%,"R$ 250,54",-29,"R$ 250,54",Cód: 798181,https://www.farmaponte.com.br/tetralysal-300mg-28cpr/p
"Protetor Solar Corporal La Roche-posay Anthelios [XL]-protect FPS 70, sem cor, 1 unidade com 120mL",Protetor Solar Corporal,La Roche-Posay,,,"R$ 65,65",-2,"R$ 65,65",Cód: 1029555,https://www.farmaponte.com.br/protetor-solar-la-roche-posay-anthelios-xl-protect-fps-70-sem-cor-com-120ml/p
Gel Fix Isacare Incolor 230gr,Finalizador,generico,"R$ 11,69",0%,"R$ 11,46",-2,"R$ 11,46",Cód: 1046505,https://www.farmaponte.com.br/gel-fix-isacare-incolor-230g/p
Tintura Cor E Ton Mini Kit N9.01 Louro Cinza Extra Claro,Coloração,Cor&Ton,,,"R$ 16,65",-16,"R$ 16,65",Cód: 1013315,https://www.farmaponte.com.br/tintura-cor-amp-ton-mini-no-901-louro-cinza-extra-claro/p
Tropinal 15Ml Frasco,Antigases Antiespasmódico,EMS Sigma Pharma,"R$ 28,41",10%,"R$ 25,06",-12,"R$ 25,06",Cód: 85529,https://www.farmaponte.com.br/tropinal-300mgml-65mcgml-104mcgml-1mgml-caixa-com-1-frasco-com-15ml-de-solucao-de-uso-oral/p
Locao Restauradora Progressiva Palmindaya Masculino 160Ml,Tratamento Capilar,Perfumaria Palmindaya,"R$ 37,45",0%,"R$ 36,70",-2,"R$ 36,70",Cód: 74080,https://www.farmaponte.com.br/locao-restauradora-progressiva-palmindaya-masculino-160ml/p
Protetor Solar Banana Boat Fps 99 Ultra Defence Locao 118Ml,Protetor Solar Corporal,generico,,,"R$ 51,93",-2,"R$ 51,93",Cód: 1034397,https://www.farmaponte.com.br/protetor-solar-banana-boat-fps-99-ultra-defence-locao-118ml/p
Alginac Diclofenaco Sódico 50mg + B1 50mg + B6 50mg + B12 1000mcg 30 comprimidos,Reumatismo,P&G,"R$ 75,54",15%,"R$ 62,93",-17,"R$ 62,93",Cód: 71420,https://www.farmaponte.com.br/alginac-30cpr-rev/p
Caneca Decorada Kuka Fun 300 Ml Menino 6161,Copo Infantil,Kuka,,,"R$ 43,89",-2,"R$ 43,89",Cód: 1035470,https://www.farmaponte.com.br/caneca-dec-kuka-fun-300ml-menino-6161/p
Microdiol 015 + 003mg caixa com 21 comprimidos,Anticoncepcional,Organon,"R$ 52,41",20%,"R$ 41,09",-22,"R$ 41,09",Cód: 54844,https://www.farmaponte.com.br/microdiol-015mg-003mg-caixa-com-21-comprimidos-revestidos/p
"Hidra Balm Caramelo Niina Secrets 3,2g",Hidratante Labial,generico,"R$ 33,79",0%,"R$ 33,11",-2,"R$ 33,11",Cód: 1051338,https://www.farmaponte.com.br/hidra-balm-caramelo-niina-secrets-32g/p
Collageno Plus Laranja com Acerola 264gr Black Skull,Relaxante Muscular,Black Skull,"R$ 103,75",0%,"R$ 101,68",-2,"R$ 101,68",Cód: 1052235,https://www.farmaponte.com.br/collageno-plus-laranja-com-acerola-264gr-black-skull/p
"Azitromicina 900mg Prati Donaduzzi Suspensão com 22,5mL",Antibiotico,Prati-Donaduzzi,,,"R$ 32,06",-59,"R$ 32,06",Cód: 1012806,https://www.farmaponte.com.br/azitromicina-900mg-susp-prat-gen/p
Escova Dental Bitufo Interdental Hb Cilindrica Fina 523,Escova Dental,Bitufo,"R$ 24,84",10%,"R$ 21,91",-12,"R$ 21,91",Cód: 701874,https://www.farmaponte.com.br/ed-bitufo-inter-hb-cili-f-523/p
"Pincel De Barba Marco Boni Grande, Cerdas Naturais, Ref.1384B",Aparelhos De Barbear,"Marco Boni, Casa Mia, Bonitta e Klin","R$ 18,99",0%,"R$ 18,61",-2,"R$ 18,61",Cód: 1021014,https://www.farmaponte.com.br/pincel-de-barba-marco-boni-grande-cerdas-naturais-ref1384b/p
Bravan Duo 160mg + 5mg comprimidos,Anti-hipertensivos,generico,"R$ 68,64",14%,"R$ 57,85",-16,"R$ 57,85",Cód: 1042586,https://www.farmaponte.com.br/bravan-duo-160mg-5mg-com-30-comprimidos-revestidos/p
"Tamisa 15 0,060Mg + 0,015Mg, Caixa Com 28 Comprimidos Revestidos",Anticoncepcional,Eurofarma,"R$ 30,25",8%,"R$ 27,27",-10,"R$ 27,27",Cód: 1035280,https://www.farmaponte.com.br/tamisa-15-0060mg-0015mg-caixa-com-28-comprimidos-revestidos/p
Amolecedor De Cuticulas Ideal Oleo De Algodao Com 100Ml,Cutelaria,Ideal Cosméticos,"R$ 9,44",0%,"R$ 9,25",-2,"R$ 9,25",Cód: 1037963,https://www.farmaponte.com.br/amolecedor-de-cuticulas-ideal-oleo-de-algodao-com-100ml/p
Pente Para Chuveiro PM10B Verde ProArt,Pente e Escova de Cabelo Infantil,generico,"R$ 9,99",0%,"R$ 9,79",-2,"R$ 9,79",Cód: 1046942,https://www.farmaponte.com.br/pente-para-chuveiro-pm10b-verde-proart/p
Tresemmé Sérum de tratamento Blindagem Antiumidade Queratina Hidrolisada e Ácido Hialurônico Spray 170ml,Tratamento Capilar,generico,"R$ 36,50",0%,"R$ 35,77",-2,"R$ 35,77",Cód: 1063874,https://www.farmaponte.com.br/tresemme-serum-de-tratamento-blindagem-antiumidade-queratina-hidrolisada-e-acido-hialuronico-spray-170ml/p
Alimentador de Silicone para Bebê Ref 1426,Acessórios para Bebês,generico,"R$ 32,99",0%,"R$ 32,33",-2,"R$ 32,33",Cód: 1051558,https://www.farmaponte.com.br/alimentador-de-silicone-para-bebe-ref-1426/p
ZZ CHUP T1 LOLLY SILICONE NEUTRO REF6111,Chupeta,Lolly,,,"R$ 18,47",-2,"R$ 18,47",Cód: 1038403,https://www.farmaponte.com.br/chupeta-lolly-baby-0-a-6-meses-transparente-com-1-unidade-23176/p
Sabonte Barra Nivea Hidratante Leite 85 Gramas,Sabonetes em Barra,Nivea,"R$ 3,75",0%,"R$ 3,68",-2,"R$ 3,68",Cód: 1035635,https://www.farmaponte.com.br/sb-nivea-hidr-leite-85gr/p
CHUP T2 BABYGO SIL OR MICKEY 3788 C 2,Chupeta,generico,"R$ 20,35",0%,"R$ 19,94",-2,"R$ 19,94",Cód: 1048504,https://www.farmaponte.com.br/chupeta-babygo-ventilada-silicone-mickey-ortodontica-tamanho-2/p
Creme Depilatorio Corporal Pelos Grossos Depil Power 120G,Depilação E Redutor De Pelos,Depil Power,"R$ 32,80",0%,"R$ 32,14",-2,"R$ 32,14",Cód: 1029968,https://www.farmaponte.com.br/creme-depilatorio-corporal-pelos-grossos-depil-power-120g/p
"Neovlar Levonorgestrel 0,25mg + Etinilestradiol 0,05mg 63 comprimidos",Anticoncepcional,generico,"R$ 28,59",12%,"R$ 24,66",-14,"R$ 24,66",Cód: 1049210,https://www.farmaponte.com.br/neovlar-levonorgestrel-025mg-etinilestradiol-005mg-63-comprimidos/p
Cetaphil Serum Hidratante Corporal Optimal Hydration Spray Com 207Ml,Hidratante Corporal,generico,,,"R$ 64,95",-35,"R$ 64,95",Cód: 1043810,https://www.farmaponte.com.br/cetaphil-serum-hidratante-corporal-optimal-hydration-spray-com-207ml/p
"Papinha Nestlé Baby 8+ meses, legumes com carne, 1 unidade com 115g",Papinha para Bebê,Nestlé,,,"R$ 8,03",-12,"R$ 8,03",Cód: 32417,https://www.farmaponte.com.br/papinha-nestle-baby-8-meses-legumes-com-carne-1-unidade-com-115g/p
Talco Glicerinado Lukinha 160g,Talco de Bebê,generico,"R$ 15,49",16%,"R$ 12,73",-18,"R$ 12,73",Cód: 1050664,https://www.farmaponte.com.br/talco-glicerinado-lukinha-160g/p
"Escova De Cabelo Bellesa Basic Flex, Reta, Sortida",Escova de cabelos,Bellesa,"R$ 14,55",0%,"R$ 14,26",-2,"R$ 14,26",Cód: 1032720,https://www.farmaponte.com.br/escova-de-cabelo-bellesa-basic-flex-reta-sortida/p
"Creme Calmante Multirreparador 17,5  Mix de Ativos CM-01 com 40g Principia",Rosto,generico,"R$ 44,00",0%,"R$ 43,12",-2,"R$ 43,12",Cód: 1050821,https://www.farmaponte.com.br/creme-calmante-multirreparador-175-mix-de-ativos-principia-cm-01/p
"Allestra 20mg 0,075mg + 0,020mg, Caixa Com 21 Comprimidos Revestidos",Anticoncepcional,Aché,"R$ 41,29",8%,"R$ 37,23",-10,"R$ 37,23",Cód: 1040886,https://www.farmaponte.com.br/allestra-20-0075mg-0020mg-caixa-com-21-comprimidos-revestidos/p
Tintura Natucor Po 12Gr N3.0 Cast Escuro,Coloração,generico,"R$ 13,19",0%,"R$ 12,93",-2,"R$ 12,93",Cód: 805646,https://www.farmaponte.com.br/t-natucor-po-12gr-n30-cast-escuro/p
Shampoo Bebe Natureza Suave 230Ml,Shampoo Infantil,generico,"R$ 20,54",22%,"R$ 15,67",-24,"R$ 15,67",Cód: 1044222,https://www.farmaponte.com.br/shampoo-bebe-natureza-suave-230ml-1044222/p
Desodorante Creme Dap com 120g,Desodorante em Creme,generico,"R$ 21,20",0%,"R$ 20,78",-2,"R$ 20,78",Cód: 1007864,https://www.farmaponte.com.br/des-cr-dap-120gr/p
"Sigmatriol Calcitriol 0,25mcg 30 Cápsulas",Vitaminas & Minerais,Germed Pharma,"R$ 193,85",15%,"R$ 161,47",-17,"R$ 161,47",Cód: 1000706,https://www.farmaponte.com.br/sigmatriol-025mcg-30cap/p
"Drospirenona + Etinilestradiol Ems 3Mg + 0,02Mg, Caixa Com 24 Comprimidos Revestidos",Anticoncepcional,EMS,"R$ 70,75",53%,"R$ 32,59",-54,"R$ 32,59",Cód: 1027589,https://www.farmaponte.com.br/drospirenona-etinilestradiol-ems-3mg-002mg-caixa-com-24-comprimidos-revestidos/p
Loção Pepilon Restauradora Feminina 180mL,Tratamento Capilar,generico,"R$ 18,85",0%,"R$ 18,47",-2,"R$ 18,47",Cód: 1014427,https://www.farmaponte.com.br/locao-pepilon-restauradora-feminina-180ml/p
Chup kuka s.ven n1 az 2536,Chupeta,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1010964,https://www.farmaponte.com.br/chup-kuka-sven-n1-az-2536/p
"Escova Dental Powerdent Light Total Macia, Cabeca Pequena",Escova Dental,PowerDent,"R$ 3,29",0%,"R$ 3,22",-2,"R$ 3,22",Cód: 1014828,https://www.farmaponte.com.br/escova-dental-powerdent-light-total-macia-cabeca-pequena/p
Fibrinase com Cloranfenicol 666u g + 1u g + 10mg g pomada com 10g,Antibiotico,Laboratório Cristália,,,"R$ 36,60",-12,"R$ 36,60",Cód: 687553,https://www.farmaponte.com.br/fibrinase-c-cloranf-10gr/p
"Forteviron 250Mg, Caixa Com 60 Comprimidos",Vitaminas & Minerais,WP LAB Indústria Farmacêutica,"R$ 102,62",22%,"R$ 78,29",-24,"R$ 78,29",Cód: 1003637,https://www.farmaponte.com.br/forteviron-250mg-caixa-com-60-comprimidos/p
Kit Protetor Solar Facial Helioderm Suncare FPS 30 com 120mL + FPS 50 com 50g,Protetor Solar Facial,Helioderm,,,"R$ 157,42",-17,"R$ 157,42",Cód: 1034631,https://www.farmaponte.com.br/kit-protetor-solar-helioderm-suncare-fps-30-com-120g-facial-fps-50-com-50g/p
Aparelho de pressão digital automático de pulso G-Tech GP450SP,Medidor de Pressão,generico,"R$ 111,00",10%,"R$ 97,90",-12,"R$ 97,90",Cód: 1049077,https://www.farmaponte.com.br/aparelho-de-pressao-digital-automatico-de-pulso-g-tech-gp450sp/p
Po Descolorante Prot Leite Maxilluring Pacote Com 25G,Descolorante,generico,,,"R$ 5,39",-2,"R$ 5,39",Cód: 1052175,https://www.farmaponte.com.br/po-descolorante-prot-leite-maxilluring-pacote-com-25g/p
Mousse Autobronzeador Skelt Red Carpet Glow 140ml,Bronzeadores,generico,"R$ 108,49",0%,"R$ 106,32",-2,"R$ 106,32",Cód: 1065357,https://www.farmaponte.com.br/mousse-autobronzeador-skelt-red-carpet-glow-140ml/p
Espuma Barbear Bozzano Refre 190G,Creme E Espuma De Barbear,Bozzano,"R$ 27,76",10%,"R$ 24,48",-12,"R$ 24,48",Cód: 803940,https://www.farmaponte.com.br/eb-bozzano-refre-190g/p
"Glicel 1,667g 6 Supositórios de Uso Pediátrico",Laxantes e Purgantes,generico,,,"R$ 18,43",-28,"R$ 18,43",Cód: 1001550,https://www.farmaponte.com.br/glicelsup-glicerina-inf-6un/p
Pó Compacto Vult Tradicional V430,Pó Compacto,generico,"R$ 27,99",15%,"R$ 23,22",-17,"R$ 23,22",Cód: 1049998,https://www.farmaponte.com.br/po-compacto-vult-tradicional-v430/p
"Tilugen 3,54mg mL Xarope 120mL",Antitussigeno,Neo Química,,,"R$ 32,14",-25,"R$ 32,14",Cód: 1011550,https://www.farmaponte.com.br/tilugen-2mgml-caixa-com-1-frasco-com-120ml-de-xarope-copo-medidor/p
"Toalhas Umedecidas Personalidade Baby Pacote, 100 Unidades",Lenço Umedecido,Personalidade Baby,"R$ 16,49",0%,"R$ 16,16",-2,"R$ 16,16",Cód: 1035730,https://www.farmaponte.com.br/toalhas-umedecidas-personalidade-baby-pacote-100-unidades/p
Cartela de Palito para unha Marco Boni,Unhas,"Marco Boni, Casa Mia, Bonitta e Klin","R$ 2,79",0%,"R$ 2,73",-2,"R$ 2,73",Cód: 1023775,https://www.farmaponte.com.br/palito-para-manicure-marco-boni-2-unidades-ref6009/p
"Butter Bomb Gloss - Ruby Kisses Savage 7,8ml",Batom,generico,"R$ 29,99",0%,"R$ 29,39",-2,"R$ 29,39",Cód: 1051822,https://www.farmaponte.com.br/butter-bomb-gloss-ruby-kisses-savage-78ml/p
Br coppertone kids fps50 125ml,Protetor Solar Infantil,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1024414,https://www.farmaponte.com.br/br-coppertone-kids-fps50-125ml/p
Kit Escova Macia + Gel Dental com Flúor Morango Kids + 50g Barbie Condor Júnior Leve Mais Pague Menos,Higiene Bucal Infantil,generico,"R$ 21,50",10%,"R$ 18,96",-12,"R$ 18,96",Cód: 1049921,https://www.farmaponte.com.br/kit-escova-macia-gel-dental-com-fluor-morango-kids-50g-barbie-condor-junior-leve-mais-pague-menos/p
Tintura L Oreal Imedia Excellence Creme N  5.3 Castanho Claro Dourado,Coloração,L'Oréal Paris,"R$ 30,80",16%,"R$ 25,38",-18,"R$ 25,38",Cód: 37532,https://www.farmaponte.com.br/tintura-loreal-imedia-excellence-creme-no-53-castanho-claro-dourado/p
"Cerumin 0,4Mg Ml + 140Mg Ml, Caixa Com 1 Frasco Gotejador Com 8Ml De Solucao De Uso Otologico",Ceratolitico,Novartis,"R$ 19,96",3%,"R$ 18,97",-5,"R$ 18,97",Cód: 4634,https://www.farmaponte.com.br/cerumin-04mgml-140mgml-caixa-com-1-frasco-gotejador-com-8ml-de-solucao-de-uso-otologico/p
Sérum Deo Hidratante Corporal Dove Pró-Retinol + Firmador Frasco 380mL,Hidrtatante Corporal,generico,"R$ 49,90",0%,"R$ 48,90",-2,"R$ 48,90",Cód: 1050962,https://www.farmaponte.com.br/serum-deo-hidratante-corporal-dove-pro-retinol-firmador-frasco-380ml/p
Secador de Cabelo Preto com 3 Temperaturas + Alça para Pendurar 1900w-127v Multi Care - EB073,Eletrônicos,generico,,,"R$ 117,59",-12,"R$ 117,59",Cód: 1042730,https://www.farmaponte.com.br/sec-essenza-preto-1900w-127v-eb073/p
"Claril 0,25Mg Ml + 3Mg Ml, Caixa Com 1 Frasco Gotejador Com 15Ml De Solucao De Uso Oftalmico",Lubrificante Ocular,Novartis,"R$ 27,00",0%,"R$ 26,46",-2,"R$ 26,46",Cód: 30597,https://www.farmaponte.com.br/claril-025mgml-3mgml-caixa-com-1-frasco-gotejador-com-15ml-de-solucao-de-uso-oftalmico/p
"Biofenac Gel 11,6Mg G, Caixa Com 1 Bisnaga Com 30G De Gel De Uso Dermatologico",Reumatismo,Aché,"R$ 19,45",0%,"R$ 19,06",-2,"R$ 19,06",Cód: 1029895,https://www.farmaponte.com.br/biofenac-gel-116mgg-caixa-com-1-bisnaga-com-30g-de-gel-de-uso-dermatologico/p
Escova Dental Jadef Infantil Magic Diversas Mc310,Escova Dental Infantil,Jade Pro,"R$ 7,89",0%,"R$ 7,73",-2,"R$ 7,73",Cód: 1033512,https://www.farmaponte.com.br/ed-jadef-infan-magic-diversas-mc310/p
Clopixol Depot 200mg Solucao Injetavel 1x1mL C1,Psicotropico,generico,"R$ 121,44",18%,"R$ 97,59",-20,"R$ 97,59",Cód: 1002034,https://www.farmaponte.com.br/clopixol-depot-decanoato-de-zuclopentoxicol-200mg-ml-solucao-injetavel-1ml/p
"Gesico Duo 37,5 325mg 20 Comprimidos Revestidos",Psicotropico,Eurofarma,"R$ 66,94",16%,"R$ 55,11",-18,"R$ 55,11",Cód: 1039963,https://www.farmaponte.com.br/gesico-duo-375-325mg-20cpr/p
"Diovan Hct 320Mg + 12,5Mg, Caixa Com 28 Comprimidos Revestidos",Anti-hipertensivos,Novartis,"R$ 157,14",5%,"R$ 146,29",-7,"R$ 146,29",Cód: 1002438,https://www.farmaponte.com.br/diovan-hct-320mg-125mg-caixa-com-28-comprimidos-revestidos/p
Amolecedor de Cutícula Melancia Acemar 100ml,Cutelaria,generico,"R$ 5,29",0%,"R$ 5,18",-2,"R$ 5,18",Cód: 1047213,https://www.farmaponte.com.br/amolecedor-cuticula-acemar-melancia-100-ml/p
Kit Coloração Creme 6.66 Vermelho Carmim Nniely Cor ton,Coloração,generico,"R$ 21,66",24%,"R$ 16,08",-26,"R$ 16,08",Cód: 1048984,https://www.farmaponte.com.br/kit-coloracao-creme-666-vermelho-carmim-niely-cor-ton/p
Novamox 2x400mg 100ml,Antibiotico,generico,"R$ 167,87",10%,"R$ 148,06",-12,"R$ 148,06",Cód: 65528,https://www.farmaponte.com.br/novamox-2x400mg-100ml/p
Cataflam D 50mg 20 comprimidos,Reumatismo,Novartis,"R$ 55,24",8%,"R$ 49,80",-10,"R$ 49,80",Cód: 12076,https://www.farmaponte.com.br/cataflam-d-50mg-20cpr/p
Colírio Neo Brasil Solução Oftálmica 20ml,Vitaminas & Minerais,Neo Química,"R$ 18,58",7%,"R$ 17,00",-8,"R$ 17,00",Cód: 1021427,https://www.farmaponte.com.br/colirio-neo-brasil-20ml/p
Piranha ricca md borboleta 862,Acessórios Capilares,Ricca,,,"R$ 7,20",-12,"R$ 7,20",Cód: 1014988,https://www.farmaponte.com.br/piranha-ricca-md-borboleta-862/p
Etinilestradiol 15mcg + Gestodeno 60mcg 28 Comprimidos Aché Biosintética Genérico,Antiacneico,Biosintética - Aché,"R$ 32,34",18%,"R$ 25,99",-20,"R$ 25,99",Cód: 1041820,https://www.farmaponte.com.br/gestodenoetinilestradiol-ache-0015006mg-caixa-com-28-comprimidos-revestidos/p
Brasart Mono 320Mg 30 Comprimidos,Anti-hipertensivos,EMS Sigma Pharma,"R$ 70,21",14%,"R$ 59,17",-16,"R$ 59,17",Cód: 1006613,https://www.farmaponte.com.br/brasart-320mg-caixa-com-30-comprimidos-revestidos/p
Coqueteleira Azul 700ML Max Titanium,Acessórios para Academia,generico,"R$ 22,80",0%,"R$ 22,34",-2,"R$ 22,34",Cód: 1064370,https://www.farmaponte.com.br/coqueteleira-azul-700ml-max-titanium/p
"Protetor Labial Menta FPS 30 Sem Cor Isacare 4,5g",Rosto,generico,,,"R$ 9,79",-2,"R$ 9,79",Cód: 1046509,https://www.farmaponte.com.br/prot-labial-isacare-fps30-menta-45g/p
Kit 4 Pentes Cores Sortidas Marco Boni 3420B,Acessórios Capilares,"Marco Boni, Casa Mia, Bonitta e Klin","R$ 12,59",0%,"R$ 12,34",-2,"R$ 12,34",Cód: 1008134,https://www.farmaponte.com.br/kit-pentes-para-familia-marco-boni-colors-sortido-com-4-unidades/p
Condicionador Pantene Restauração com 175mL,Condicionador,Pantene Pro-V,"R$ 23,00",0%,"R$ 22,54",-2,"R$ 22,54",Cód: 1032595,https://www.farmaponte.com.br/condicionador-pantene-pro-v-restauracao-175ml/p
"Hidroxido De Aluminio Ems 61,5Mg Ml, Caixa Com 1 Frasco Com 240Ml De Solucao De Uso Oral",Digestivo,EMS,"R$ 21,71",0%,"R$ 21,28",-2,"R$ 21,28",Cód: 88129,https://www.farmaponte.com.br/hidroxido-de-aluminio-ems-615mgml-caixa-com-1-frasco-com-240ml-de-solucao-de-uso-oral/p
"Base Fortalecedora Blant Sos 6X1 8,5Ml",Esmaltes e Base,Blant,"R$ 21,94",23%,"R$ 16,65",-24,"R$ 16,65",Cód: 1037994,https://www.farmaponte.com.br/base-fortalecedora-blant-sos-6x1-85ml/p
"Hidra Balm Rosa Niina Secrets 3,2g",Hidratante Labial,generico,"R$ 33,79",0%,"R$ 33,11",-2,"R$ 33,11",Cód: 1051339,https://www.farmaponte.com.br/hidra-balm-rosa-niina-secrets-32g/p
Gelatina Líquida Acqua Kids Crespinhos 275ml,Tratamento Capilar,generico,"R$ 16,33",10%,"R$ 14,41",-12,"R$ 14,41",Cód: 1052006,https://www.farmaponte.com.br/gelatina-liquida-acqua-kids-crespinhos-275ml/p
Fralda Calca Mamypoko Jumbo P Com 46,Fraldas,generico,,,"R$ 50,86",-38,"R$ 50,86",Cód: 1041156,https://www.farmaponte.com.br/fralda-calca-mamypoko-jumbo-p-com-46/p
Fralda Bummis Hiper Pacotão M c 68,Fraldas,generico,"R$ 86,66",17%,"R$ 70,45",-19,"R$ 70,45",Cód: 1045489,https://www.farmaponte.com.br/fralda-bummis-hiper-pacotao-m-c-68/p
Creme Dental Colgate Total 12 Anti Tartaro 140g,Creme E Gel Dental,Colgate,"R$ 14,83",0%,"R$ 14,53",-2,"R$ 14,53",Cód: 1039615,https://www.farmaponte.com.br/creme-dental-colgate-total-12-antitartaro-140g/p
Bico lillo silic new 4271,Bico de Mamadeira,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1005000,https://www.farmaponte.com.br/bico-lillo-silic-new-4271/p
Creme De Tratamento Niely Gold Cachos Definição Prolongada 430g,Máscara Capilar,generico,"R$ 18,41",4%,"R$ 17,25",-6,"R$ 17,25",Cód: 1047436,https://www.farmaponte.com.br/creme-de-tratamento-niely-gold-cachos-430gr/p
